timestamp,x,y,z
2025-09-15T11:20:21.570190+00:00,0.004425048828125,-0.8403167724609375,-0.634246826171875
2025-09-15T11:20:22.582782+00:00,0.0914306640625,-0.723114013671875,-0.4544525146484375
2025-09-15T11:20:23.580222+00:00,0.0914306640625,-0.8799896240234375,-0.25909423828125
2025-09-15T11:20:24.581211+00:00,0.0914306640625,-0.6244354248046875,-0.8654632568359375
2025-09-15T11:20:25.583147+00:00,-0.0432586669921875,-0.908599853515625,-0.016845703125
2025-09-15T11:20:26.585611+00:00,0.1027984619140625,-0.485748291015625,-1.0360107421875
2025-09-15T11:20:27.582819+00:00,-0.048492431640625,-1.0005950927734375,-0.0042572021484375
2025-09-15T11:20:28.572703+00:00,-0.048492431640625,-0.434906005859375,-0.87030029296875
2025-09-15T11:20:29.583298+00:00,-0.048492431640625,-0.434906005859375,-0.87030029296875
2025-09-15T11:20:30.572417+00:00,-0.048492431640625,-0.9636993408203125,-3.0517578125e-05
2025-09-15T11:20:31.582978+00:00,0.0629119873046875,-0.5848236083984375,-0.78546142578125
2025-09-15T11:20:32.583346+00:00,-0.0828704833984375,-1.0125579833984375,-0.06439208984375
2025-09-15T11:20:33.585049+00:00,-0.0085296630859375,-0.4761962890625,-1.0730743408203125
2025-09-15T11:20:34.587863+00:00,-0.0085296630859375,-0.9532928466796875,-0.413665771484375
2025-09-15T11:20:35.586908+00:00,-0.0085296630859375,-0.7371978759765625,-1.115875244140625
2025-09-15T11:20:36.584339+00:00,0.06353759765625,-0.4728240966796875,-0.283538818359375
2025-09-15T11:20:37.583042+00:00,0.06353759765625,-0.4728240966796875,-0.3778839111328125
2025-09-15T11:20:38.585749+00:00,0.06353759765625,-0.6475372314453125,-0.8029632568359375
2025-09-15T11:20:39.583871+00:00,-0.0455474853515625,-0.5248260498046875,-0.9925384521484375
2025-09-15T11:20:40.587808+00:00,0.039154052734375,-0.492095947265625,-1.00579833984375
2025-09-15T11:20:41.593330+00:00,0.039154052734375,-0.9554595947265625,0.2913055419921875
2025-09-15T11:20:42.585789+00:00,-0.0646820068359375,-0.360595703125,-0.9580535888671875
2025-09-15T11:20:43.573011+00:00,0.0186004638671875,-0.7803192138671875,-0.450897216796875
